user id: c45dcbe1ab2d7708cddc2bff6e9706046d190dcffc9773fcb810b4ce6d6d1a1d,time: 0.000000,type: SESSION_START_EVENT
user id: c45dcbe1ab2d7708cddc2bff6e9706046d190dcffc9773fcb810b4ce6d6d1a1d,time: 29.000000,type: SESSION_END_EVENT
