user id: c2893a1cc5859c95482dbff8cb84c0cc7d42da501a8d216abac808d1fe10d82e,time: 0.000000,type: SESSION_START_EVENT
user id: c2893a1cc5859c95482dbff8cb84c0cc7d42da501a8d216abac808d1fe10d82e,time: 16.000000,type: SCENE_EVENT,Number scene: 1,Action: ENTER
user id: c2893a1cc5859c95482dbff8cb84c0cc7d42da501a8d216abac808d1fe10d82e,time: 18.000000,type: CLICK_EVENT_SCENE,Position_X: 574,Position_Y: 505,Number scene: 1
