user id: 602b78026479be296d294fb8827bc8cac76ef210200a230648e6ce712cd79130,time: 0.000000,type: SESSION_START_EVENT
user id: 602b78026479be296d294fb8827bc8cac76ef210200a230648e6ce712cd79130,time: 15.000000,type: SCENE_EVENT,Number scene: 1,Action: ENTER
user id: 602b78026479be296d294fb8827bc8cac76ef210200a230648e6ce712cd79130,time: 16.000000,type: CLICK_EVENT_SCENE,Position_X: 589,Position_Y: 492,Number scene: 1
