user id: e6fbf12ebafe76e2fce78521327a9c073ddf29487c881f4f0bf9e9508e9f6635,time: 0.000000,type: SESSION_START_EVENT
user id: e6fbf12ebafe76e2fce78521327a9c073ddf29487c881f4f0bf9e9508e9f6635,time: 14.000000,type: SESSION_END_EVENT
