user id: 10b3e7c10c5e65564ed82d2b6f32c0f00c20276cd95593e7e29820f8b98fd945,time: 0.000000,type: SESSION_START_EVENT
user id: 10b3e7c10c5e65564ed82d2b6f32c0f00c20276cd95593e7e29820f8b98fd945,time: 12.000000,type: SESSION_END_EVENT
