user id: cd92c860445a4f9feb296794b2e76d20ac73c1371847098016c8ebcd58536fb4,time: 0.000000,type: SESSION_START_EVENT
user id: cd92c860445a4f9feb296794b2e76d20ac73c1371847098016c8ebcd58536fb4,time: 15.000000,type: SESSION_END_EVENT
