user id: 8a50e5ae379d82fed2849825d9069b31867dc687cdf13e3e0b98a94dff32da29,time: 0.000000,type: SESSION_START_EVENT
user id: 8a50e5ae379d82fed2849825d9069b31867dc687cdf13e3e0b98a94dff32da29,time: 12.000000,type: SESSION_END_EVENT
