user id: 70ad00e5fd2587a7e606f11954a7d9682f631e76e2bd5fde55ed525f4f20c1fe,time: 0.000000,type: SESSION_START_EVENT
user id: 70ad00e5fd2587a7e606f11954a7d9682f631e76e2bd5fde55ed525f4f20c1fe,time: 15.000000,type: SESSION_END_EVENT
